Piezo 1,Piezo 2,MQ2,MQ135,ACCELX,ACCELY,ACCELZ,PITCH,ROLL,YAW,WATER,HUMIDITY,TEMPERATURE,STATUS
0,0,215,79,5.67,-7.56,3.1,0,0,0,0,39,31,Drunk
0,0,249,79,5.68,-7.55,3.15,0,0,0,0,40,31,Drunk
0,0,236,79,5.68,-7.58,3.1,0,0,0,0,39,31,Drunk
0,1,279,79,5.61,-7.57,3.09,0,0,0,0,40,32,Drunk
0,1,156,79,5.62,-7.56,3.17,0,0,0,0,40,31,Drunk
0,0,255,79,5.66,-7.56,3.1,0,0,0,0,40,31,Drunk
0,0,248,79,5.66,-7.6,3.13,0,0,0,0,39,31,Drunk
0,0,215,79,5.66,-7.57,3.15,0,0,0,0,40,31,Drunk
0,0,249,79,5.65,-7.56,3.21,0,0,0,0,41,30,Drunk
0,0,236,81,5.64,-7.55,3.19,0,0,0,0,40,31,Drunk
0,1,279,78,5.64,-7.52,3.17,0,0,0,0,40,32,Drunk
0,0,156,79,5.65,-7.55,3.2,0,0,0,0,40,32,Drunk
0,3,255,79,5.67,-7.55,3.06,0,0,0,0,40,31,Drunk
0,1,248,79,5.6,-7.6,3.2,0,0,0,0,40,32,Drunk
0,1,215,79,5.61,-7.46,3.17,0,0,0,0,40,31,Drunk
0,0,249,79,5.63,-7.53,3.09,0,0,0,0,39,31,Drunk
0,0,236,79,5.61,-7.57,3.19,0,0,0,0,40,31,Drunk
0,0,279,79,5.6,-7.55,3.15,0,0,0,0,39,33,Drunk
0,0,156,79,5.61,-7.52,3.21,0,0,0,0,40,32,Drunk
0,3,236,79,5.68,-7.59,3,0,0,0,0,40,31,Drunk
0,2,279,78,5.65,-7.53,3.05,0,0,0,0,40,31,Drunk
0,1,156,79,5.67,-7.57,3.07,0,0,0,0,36,28,Drunk
0,0,214.8461538,79,5.63,-7.52,3.18,0,0,0,0,39,31,Drunk
0,1,212.7912088,81,5.62,-7.57,3.16,0,0,0,0,41,31,Drunk
0,0,210.7362637,77,5.7,-7.57,3.12,0,0,0,0,39,31,Drunk
0,1,208.6813187,78,5.63,-7.62,3.14,0,0,0,0,41,30,Drunk
0,2,206.6263736,78,5.61,-7.55,3.18,0,0,0,0,40,31,Drunk
0,0,204.5714286,79,5.64,-7.52,3.16,0,0,0,0,40,31,Drunk
0,2,202.5164835,78,5.69,-7.65,3.11,0,0,0,0,40,31,Drunk
0,2,200.4615385,79,5.64,-7.56,3.15,0,0,0,0,40,30,Drunk
0,1,200,79,5.59,-7.59,3.13,0,0,0,0,39,31,Drunk
0,2,205,79,5.69,-7.54,3.21,0,0,0,0,39,31,Drunk
0,1,78,78,5.64,-7.51,3.14,0,0,0,0,40,31,Drunk
0,1,264,79,5.67,-7.51,3.09,0,0,0,0,41,31,Drunk
0,0,199,79,5.68,-7.6,3.09,0,0,0,0,36,27,Drunk
0,3,189,79,5.67,-7.57,3.06,0,0,0,0,36,27,Drunk
0,5,155,78,5.64,-7.52,3.21,0,0,0,0,40,31,Drunk
0,3,256,79,5.67,-7.56,3.14,0,0,0,0,39,31,Drunk
0,2,245,77,5.62,-7.6,3.13,0,0,0,0,42,30,Drunk
0,2,289,79,5.59,-7.57,3.09,0,0,0,0,39,31,Drunk
0,3,274,77,5.6,-7.59,3.04,0,0,0,0,40,31,Drunk
0,5,126,79,5.65,-7.55,3.15,0,0,0,0,40,31,Drunk
0,4,154,79,5.59,-7.53,3.18,0,0,0,0,39,31,Drunk
0,4,198,78,5.6,-7.57,3.2,0,0,0,0,40,31,Drunk
0,4,147,79,5.6,-7.57,3.15,0,0,0,0,37,27,Drunk
0,4,156,78,5.68,-7.57,3.06,0,0,0,0,40,31,Drunk
0,5,288,78,5.62,-7.57,3.26,0,0,0,0,40,31,Drunk
0,5,293,79,5.64,-7.54,3.23,0,0,0,0,40,30,Drunk
0,5,269,79,5.62,-7.55,3.13,0,0,0,0,39,31,Drunk
0,5,289,79,5.65,-7.57,3.17,0,0,0,0,39,31,Drunk
0,5,248,78,5.63,-7.56,3.18,0,0,0,0,40,31,Drunk
0,5,249,77,5.68,-7.53,3.27,0,0,0,0,40,30,Drunk
0,5,250,78,5.64,-7.57,3.21,0,0,0,0,40,31,Drunk
0,6,304.5909091,79,5.67,-7.56,3.13,0,0,0,1,39,31,Drunk
0,6,317.2587413,79,5.58,-7.59,3.14,0,0,0,0,40,32,Drunk
0,6,329.9265734,79,5.69,-7.58,3.17,0,0,0,0,41,30,Drunk
0,5,342.5944056,79,5.57,-7.54,3.21,0,0,0,0,39,31,Drunk
0,7,355.2622378,77,5.56,-7.58,3.08,0,0,0,0,40,31,Drunk
0,6,367.9300699,78,5.68,-7.57,3.1,0,0,0,0,40,32,Drunk
0,6,380.5979021,77,5.69,-7.54,3.13,0,0,0,0,38,28,Drunk
0,8,393.2657343,79,5.57,-7.55,3.14,0,0,0,0,39,31,Drunk
0,7,405.9335664,79,5.67,-7.58,3.07,0,0,0,0,40,31,Drunk
0,8,418.6013986,79,5.66,-7.58,3.14,0,0,0,0,40,31,Drunk
0,9,431.2692308,78,5.69,-7.61,3.2,0,0,0,0,39,31,Drunk
0,8,443.9370629,78,5.69,-7.57,3.1,0,0,0,0,39,31,Drunk
0,7,456.6048951,77,5.59,-7.52,3.13,0,0,0,0,39,31,Drunk
0,7,469.2727273,78,5.67,-7.55,3.16,0,0,0,0,40,31,Drunk
0,7,481.9405594,78,5.64,-7.5,3.17,0,0,0,0,36,27,Drunk
0,7,494.6083916,76,5.68,-7.61,3.18,0,0,0,0,40,31,Drunk
0,7,507.2762238,78,5.65,-7.57,3.22,0,0,0,0,40,32,Drunk
0,5,519.9440559,79,5.62,-7.54,3.17,0,0,0,0,40,31,Drunk
0,4,532.6118881,78,5.64,-7.53,3.13,0,0,0,0,40,31,Drunk
0,3,545.2797203,79,5.64,-7.55,3.19,0,0,0,0,40,32,Drunk
0,3,557.9475524,79,5.67,-7.56,3.2,0,0,0,0,38,28,Drunk
0,2,570.6153846,78,5.66,-7.53,3.12,0,0,0,1,40,31,Drunk
0,1,256,78,5.58,-7.6,3.12,0,0,0,0,40,32,Drunk
0,1,145,78,5.59,-7.53,3.19,0,0,0,0,39,31,Drunk
0,0,256,78,5.67,-7.56,3.14,0,0,0,0,40,31,Drunk
0,0,14,76,5.68,-7.57,3.13,0,0,0,0,40,31,Drunk
0,0,7,78,5.57,-7.48,3.19,0,0,0,0,41,30,Drunk
0,0,1547,79,5.67,-7.55,3.06,0,0,0,0,39,31,Drunk
0,1,454,77,5.61,-7.54,3.15,0,0,0,0,38,27,Drunk
0,0,454,80,5.62,-7.57,3.11,0,0,0,0,41,32,Drunk
0,0,8,79,5.63,-7.56,3.18,0,0,0,0,41,31,Drunk
0,3,48,76,5.64,-7.53,3.17,0,0,0,0,39,31,Drunk
0,1,236,78,5.64,-7.58,3.11,0,0,0,0,40,31,Drunk
0,1,279,78,5.6,-7.55,3.06,0,0,0,0,40,31,Drunk
0,2,156,78,5.63,-7.59,3.04,0,0,0,1,37,28,Drunk
0,1,255,77,5.6,-7.53,3.11,0,0,0,0,40,31,Drunk
0,3,248,78,5.58,-7.52,3.15,0,0,0,0,40,31,Drunk
0,2,215,77,5.62,-7.56,3.13,0,0,0,0,39,31,Drunk
0,3,249,77,5.65,-7.54,3.18,0,0,0,0,40,31,Drunk
0,3,236,77,5.66,-7.52,3.18,0,0,0,0,39,31,Drunk
0,3,279,79,5.67,-7.53,3.07,0,0,0,0,37,28,Drunk
0,4,156,77,5.67,-7.54,3.14,0,0,0,0,40,30,Drunk
0,3,255,77,5.6,-7.56,3.21,0,0,0,0,40,31,Drunk
0,230,248,78,5.86,-7.86,2.82,0.07,0.07,0,0,39,31,Drunk
0,0,215,78,-0.57,-1,5.89,0.68,1.66,-0.18,0,36,27,Drunk
255,0,249,77,7.99,-3.75,6.8,-0.42,2.64,1.02,0,36,27,Drunk
44,255,236,78,2.73,-9.66,-3.84,-0.42,2.46,0.95,0,39,31,Drunk
214,228,279,77,3.44,-6.92,-4.45,-0.55,2.73,0.95,0,40,31,Drunk
180,236,156,79,6.84,-4.86,-4.62,-0.09,2.67,0.78,1,40,31,Drunk
117,216,255,77,8.57,-3.25,-3.81,-0.17,2.59,0.66,0,40,31,Drunk
78,191,248,77,9.3,-2.5,-3.72,-0.17,2.59,0.66,0,38,28,Drunk
56,167,215,79,9.48,-2.07,-3.81,-0.17,2.59,0.66,0,40,31,Drunk
39,150,249,77,9.6,-1.59,-3.71,-0.17,2.59,0.66,0,37,27,Drunk
14,137,236,77,9.75,-1.31,-3.66,-0.17,2.59,0.66,0,40,31,Drunk
254,121,279,78,9.86,-0.98,-3.4,-0.17,2.59,0.66,0,39,31,Drunk
237,110,156,78,9.74,-0.68,-3.22,-0.17,2.59,0.66,0,40,31,Drunk
227,105,255,78,9.99,-0.38,-3.33,-0.17,2.59,0.66,0,40,31,Drunk
219,96,248,78,9.84,-0.08,-3.25,-0.17,2.59,0.66,0,40,31,Drunk
205,91,215,78,9.93,-0.03,-3.42,-0.17,2.59,0.66,0,38,28,Drunk
198,85,249,79,9.84,-0.08,-3.32,-0.17,2.59,0.66,0,39,31,Drunk
194,81,236,78,9.83,-0.01,-3.32,-0.17,2.59,0.66,0,40,31,Drunk
181,74,279,78,9.83,0.1,-3.4,-0.17,2.59,0.66,0,40,31,Drunk
175,70,156,77,9.84,0.09,-3.41,-0.17,2.59,0.66,0,40,31,Drunk
168,71,255,78,9.8,0.03,-3.35,-0.17,2.59,0.66,1,40,31,Drunk
166,62,248,79,9.74,0.1,-3.48,-0.17,2.59,0.66,0,40,31,Drunk
156,61,215,79,9.77,0.18,-3.45,-0.17,2.59,0.66,0,40,31,Drunk
150,56,249,79,9.85,0.18,-3.51,-0.17,2.59,0.66,0,39,31,Drunk
146,56,236,79,9.83,0.15,-3.4,-0.17,2.59,0.66,0,41,30,Drunk
139,54,279,79,9.8,0.17,-3.43,-0.17,2.59,0.66,0,40,31,Drunk
136,52,156,76,9.76,0.21,-3.35,-0.17,2.59,0.66,0,40,31,Drunk
129,50,215,78,9.83,0.22,-3.56,-0.17,2.59,0.66,0,40,32,Drunk
128,50,249,79,9.79,0.18,-3.51,-0.17,2.59,0.66,0,39,32,Drunk
125,51,236,83,9.83,0.14,-3.5,-0.17,2.59,0.66,0,39,31,Drunk
120,44,279,79,9.78,0.17,-3.57,-0.17,2.59,0.66,0,40,30,Drunk
110,44,156,78,9.77,0.21,-3.47,-0.17,2.59,0.66,0,40,31,Drunk
108,43,255,78,9.81,0.23,-3.49,-0.17,2.59,0.66,0,40,31,Drunk
103,41,248,79,9.71,0.17,-3.42,-0.17,2.59,0.66,0,39,31,Drunk
99,40,215,78,9.72,0.21,-3.64,-0.17,2.59,0.66,0,39,31,Drunk
96,38,249,79,9.8,0.17,-3.39,-0.17,2.59,0.66,0,39,31,Drunk
95,36,236,79,9.84,0.26,-3.46,-0.17,2.59,0.66,0,40,31,Drunk
90,35,279,78,9.8,0.2,-3.49,-0.17,2.59,0.66,0,41,30,Drunk
83,33,156,78,9.78,0.22,-3.56,-0.17,2.59,0.66,0,40,31,Drunk
82,32,255,76,9.82,0.24,-3.53,-0.17,2.59,0.66,0,39,32,Drunk
81,29,248,79,9.76,0.17,-3.51,-0.17,2.59,0.66,0,41,32,Drunk
76,31,215,78,9.86,0.23,-3.57,-0.17,2.59,0.66,1,40,32,Drunk
72,29,249,78,9.78,0.24,-3.59,-0.17,2.59,0.66,0,40,32,Drunk
70,28,236,79,9.73,0.24,-3.62,-0.17,2.59,0.66,0,42,31,Drunk
69,29,279,77,9.75,0.24,-3.44,-0.17,2.59,0.66,0,40,30,Drunk
64,28,156,76,9.77,0.27,-3.56,-0.17,2.59,0.66,0,40,31,Drunk
62,30,255,76,9.77,0.27,-3.62,-0.17,2.59,0.66,1,39,31,Drunk
59,27,248,78,9.73,0.25,-3.61,-0.17,2.59,0.66,0,40,31,Drunk
54,25,215,78,9.72,0.21,-3.51,-0.17,2.59,0.66,0,37,28,Drunk
54,25,249,76,9.8,0.25,-3.61,-0.17,2.59,0.66,0,40,31,Drunk
52,25,236,78,9.78,0.28,-3.55,-0.17,2.59,0.66,0,39,31,Drunk
52,24,279,77,9.77,0.18,-3.53,-0.17,2.59,0.66,0,39,31,Drunk
46,24,156,78,9.78,0.22,-3.51,-0.17,2.59,0.66,0,39,31,Drunk
44,23,255,77,9.82,0.29,-3.65,-0.17,2.59,0.66,0,39,31,Drunk
42,23,248,78,9.79,0.23,-3.58,-0.17,2.59,0.66,0,40,31,Drunk
40,22,215,77,9.77,0.32,-3.63,-0.17,2.59,0.66,0,40,31,Drunk
40,23,249,75,9.79,0.27,-3.61,-0.17,2.59,0.66,0,40,31,Drunk
37,22,236,78,9.77,0.27,-3.61,-0.17,2.59,0.66,0,40,31,Drunk
35,21,279,77,9.82,0.28,-3.53,-0.17,2.59,0.66,0,39,31,Drunk
35,21,156,76,9.79,0.29,-3.57,-0.17,2.59,0.66,0,39,31,Drunk
32,17,255,77,9.82,0.24,-3.62,-0.17,2.59,0.66,0,39,31,Drunk
31,18,248,77,9.73,0.26,-3.59,-0.17,2.59,0.66,0,39,32,Drunk
30,17,215,77,9.79,0.26,-3.74,-0.17,2.59,0.66,0,39,31,Drunk
28,18,249,77,9.77,0.25,-3.58,-0.17,2.59,0.66,0,40,32,Drunk
28,18,236,77,9.72,0.24,-3.6,-0.17,2.59,0.66,0,39,32,Drunk
25,18,279,77,9.85,0.24,-3.59,-0.17,2.59,0.66,0,39,31,Drunk
25,18,156,78,9.78,0.26,-3.53,-0.17,2.59,0.66,0,40,31,Drunk
0,0,88,255,5.6,-7.59,3.06,0,0,0,0,36,28,Harmful Gas
0,0,88,253,5.64,-7.54,2.98,0,0,0,0,40,32,Harmful Gas
0,0,87,256,5.69,-7.55,3.01,0,0,0,0,40,31,Harmful Gas
0,0,86,254,5.65,-7.57,3.07,0,0,0,0,40,31,Harmful Gas
0,0,89,255,5.68,-7.51,3.08,0,0,0,0,39,31,Harmful Gas
0,0,87,2,5.65,-7.54,3.05,0,0,0,0,40,31,Harmful Gas
0,0,87,128,5.68,-7.59,3.11,0,0,0,0,40,31,Harmful Gas
0,0,87,199,5.62,-7.57,3.11,0,0,0,0,40,31,Harmful Gas
0,0,87,187,5.6,-7.57,3,0,0,0,0,40,31,Harmful Gas
0,0,86,165,5.63,-7.57,3.01,0,0,0,0,40,32,Harmful Gas
0,0,86,255,5.66,-7.56,2.97,0,0,0,0,40,32,Harmful Gas
0,0,85,269,5.63,-7.58,3.06,0,0,0,0,39,32,Harmful Gas
0,0,87,284,5.6,-7.63,3.03,0,0,0,0,40,32,Harmful Gas
0,0,86,279,5.56,-7.59,3.01,0,0,0,0,39,31,Harmful Gas
0,0,87,293.5,5.69,-7.56,3.08,0,0,0,0,39,31,Harmful Gas
0,0,86,302.2,5.57,-7.56,3.1,0,0,0,0,40,32,Harmful Gas
0,0,86,310.9,5.69,-7.58,3.05,0,0,0,0,40,31,Harmful Gas
0,0,85,319.6,5.58,-7.57,3.04,0,0,0,0,40,31,Harmful Gas
0,0,85,255,5.64,-7.59,3.13,0,0,0,0,38,28,Harmful Gas
0,0,85,253,5.65,-7.56,3.12,0,0,0,0,40,31,Harmful Gas
0,0,85,256,5.67,-7.64,3.02,0,0,0,0,40,31,Harmful Gas
0,0,86,254,5.67,-7.63,3.1,0,0,0,0,39,31,Harmful Gas
0,0,84,255,5.63,-7.57,3.01,0,0,0,0,39,31,Harmful Gas
0,0,85,2,5.63,-7.57,2.98,0,0,0,1,32,26,Harmful Gas
0,0,86,128,5.63,-7.61,3.01,0,0,0,0,40,31,Harmful Gas
0,0,83,199,5.57,-7.59,3.07,0,0,0,0,39,31,Harmful Gas
0,0,84,187,5.61,-7.6,3.17,0,0,0,0,38,33,Harmful Gas
0,0,84,165,5.63,-7.62,3.12,0,0,0,0,40,31,Harmful Gas
0,0,84,255,5.69,-7.51,3.09,0,0,0,0,40,32,Harmful Gas
0,0,85,269,5.74,-7.55,3.05,0,0,0,0,39,31,Harmful Gas
0,0,84,284,5.62,-7.53,2.96,0,0,0,0,32,26,Harmful Gas
0,0,85,279,5.64,-7.57,2.98,0,0,0,0,39,32,Harmful Gas
0,0,84,293.5,5.7,-7.58,3.1,0,0,0,0,32,26,Harmful Gas
0,0,84,302.2,5.66,-7.6,3.07,0,0,0,0,39,32,Harmful Gas
0,0,84,310.9,5.64,-7.57,3.06,0,0,0,0,39,31,Harmful Gas
0,0,84,319.6,5.73,-7.57,3.02,0,0,0,0,40,32,Harmful Gas
0,0,85,265.8419048,5.58,-7.58,3.13,0,0,0,0,39,32,Harmful Gas
0,0,83,267.397323,5.6,-7.51,3.13,0,0,0,0,40,31,Harmful Gas
0,0,83,268.9527413,5.68,-7.53,3.17,0,0,0,0,37,28,Harmful Gas
0,0,84,270.5081596,5.63,-7.56,3.18,0,0,0,0,40,31,Harmful Gas
0,0,82,272.0635779,5.63,-7.61,3.07,0,0,0,0,37,28,Harmful Gas
0,0,83,273.6189961,5.72,-7.63,3.07,0,0,0,0,40,31,Harmful Gas
0,0,83,275.1744144,5.65,-7.55,3.22,0,0,0,0,41,30,Harmful Gas
0,0,84,276.7298327,5.68,-7.61,3.05,0,0,0,0,40,31,Harmful Gas
0,0,85,278.285251,5.58,-7.57,3.04,0,0,0,0,40,31,Harmful Gas
0,0,83,279.8406692,5.59,-7.57,3.06,0,0,0,0,41,30,Harmful Gas
0,0,83,281.3960875,5.64,-7.57,3.2,0,0,0,0,38,27,Harmful Gas
0,0,83,282.9515058,5.64,-7.6,3.11,0,0,0,0,38,27,Harmful Gas
0,0,81,284.5069241,5.64,-7.57,3.11,0,0,0,0,39,31,Harmful Gas
0,0,82,286.0623423,5.7,-7.58,3.15,0,0,0,0,38,27,Harmful Gas
0,0,83,287.6177606,5.66,-7.6,3.17,0,0,0,0,38,27,Harmful Gas
0,0,83,289.1731789,5.63,-7.58,3.07,0,0,0,0,40,31,Harmful Gas
0,0,83,290.7285972,5.65,-7.58,3.07,0,0,0,0,39,32,Harmful Gas
0,0,84,292.2840154,5.62,-7.53,3.06,0,0,0,3,41,30,Harmful Gas
0,0,83,293.8394337,5.65,-7.54,3.08,0,0,0,0,34,25,Harmful Gas
0,0,82,295.394852,5.59,-7.6,3.13,0,0,0,0,39,31,Harmful Gas
0,0,83,296.9502703,5.61,-7.59,3.08,0,0,0,0,39,31,Harmful Gas
0,0,82,298.5056885,5.59,-7.59,3.12,0,0,0,0,39,31,Harmful Gas
0,0,83,300.0611068,5.66,-7.57,3,0,0,0,0,39,31,Harmful Gas
0,0,81,301.6165251,5.63,-7.53,3.1,0,0,0,0,40,31,Harmful Gas
0,0,83,303.1719434,5.61,-7.54,3.13,0,0,0,0,39,31,Harmful Gas
0,0,82,304.7273616,5.65,-7.5,3.08,0,0,0,0,34,27,Harmful Gas
0,0,83,306.2827799,5.64,-7.59,3.11,0,0,0,0,39,31,Harmful Gas
0,0,82,307.8381982,5.64,-7.56,3.05,0,0,0,0,38,27,Harmful Gas
0,0,81,309.3936165,5.64,-7.59,3.09,0,0,0,0,39,31,Harmful Gas
0,0,81,310.9490347,5.64,-7.55,3.21,0,0,0,0,40,31,Harmful Gas
0,0,82,312.504453,5.67,-7.6,3.03,0,0,0,0,39,31,Harmful Gas
0,0,83,314.0598713,5.56,-7.59,3.11,0,0,0,0,37,27,Harmful Gas
0,0,82,315.6152896,5.64,-7.59,3.12,0,0,0,0,40,31,Harmful Gas
0,0,82,317.1707079,5.65,-7.59,3.15,0,0,0,0,39,31,Harmful Gas
0,0,82,318.7261261,5.72,-7.6,2.97,0,0,0,0,39,32,Harmful Gas
0,0,82,320.2815444,5.62,-7.52,3.07,0,0,0,0,40,31,Harmful Gas
0,0,82,321.8369627,5.69,-7.57,3.03,0,0,0,0,39,32,Harmful Gas
0,0,82,323.392381,5.58,-7.57,3.07,0,0,0,0,39,32,Harmful Gas
0,0,80,324.9477992,5.62,-7.56,3.05,0,0,0,0,40,31,Harmful Gas
0,0,82,326.5032175,5.64,-7.6,3.04,0,0,0,0,40,31,Harmful Gas
0,0,83,328.0586358,5.62,-7.51,3.16,0,0,0,0,39,31,Harmful Gas
0,0,83,329.6140541,5.61,-7.54,3.26,0,0,0,1,40,31,Harmful Gas
0,0,82,331.1694723,5.64,-7.53,3.11,0,0,0,0,39,31,Harmful Gas
0,0,82,332.7248906,5.66,-7.55,3.12,0,0,0,0,39,31,Harmful Gas
0,0,80,334.2803089,5.61,-7.51,3.05,0,0,0,0,39,31,Harmful Gas
0,0,82,335.8357272,5.56,-7.57,3.05,0,0,0,0,40,31,Harmful Gas
0,0,82,337.3911454,5.63,-7.5,3.12,0,0,0,0,39,31,Harmful Gas
0,0,81,338.9465637,5.63,-7.61,3.18,0,0,0,0,40,32,Harmful Gas
0,0,82,340.501982,5.67,-7.57,3.1,0,0,0,0,30,25,Harmful Gas
0,0,81,342.0574003,5.62,-7.59,3.04,0,0,0,0,39,31,Harmful Gas
0,0,82,343.6128185,5.6,-7.56,3.07,0,0,0,0,39,31,Harmful Gas
0,0,82,345.1682368,5.67,-7.59,3.1,0,0,0,0,40,31,Harmful Gas
0,0,82,346.7236551,5.69,-7.56,3.13,0,0,0,0,30,26,Harmful Gas
0,0,82,348.2790734,5.64,-7.57,3.21,0,0,0,0,37,28,Harmful Gas
0,0,82,349.8344916,5.64,-7.57,3.1,0,0,0,0,39,31,Harmful Gas
0,0,81,351.3899099,5.66,-7.6,3.1,0,0,0,0,40,31,Harmful Gas
0,0,81,352.9453282,5.63,-7.54,3.07,0,0,0,0,39,31,Harmful Gas
0,0,82,354.5007465,5.69,-7.56,3.11,0,0,0,0,40,31,Harmful Gas
0,0,82,356.0561647,5.66,-7.53,3.07,0,0,0,0,40,31,Harmful Gas
0,0,82,357.611583,5.62,-7.59,3.11,0,0,0,0,40,31,Harmful Gas
0,0,81,359.1670013,5.65,-7.52,3.08,0,0,0,0,40,32,Harmful Gas
0,0,81,360.7224196,5.63,-7.6,3.21,0,0,0,0,40,31,Harmful Gas
0,0,80,362.2778378,5.64,-7.6,3.11,0,0,0,0,40,31,Harmful Gas
0,0,82,363.8332561,5.6,-7.55,3.11,0,0,0,0,41,30,Harmful Gas
0,0,82,365.3886744,5.6,-7.5,3.13,0,0,0,0,40,31,Harmful Gas
0,0,81,366.9440927,5.65,-7.55,3.12,0,0,0,0,39,31,Harmful Gas
0,0,82,368.4995109,5.68,-7.56,3.23,0,0,0,0,39,31,Harmful Gas
0,0,81,370.0549292,5.67,-7.55,3.1,0,0,0,0,40,31,Harmful Gas
0,0,82,371.6103475,5.65,-7.51,3.13,0,0,0,0,39,27,Harmful Gas
0,0,81,373.1657658,5.63,-7.61,3.05,0,0,0,0,40,31,Harmful Gas
0,0,82,374.721184,5.62,-7.59,3.03,0,0,0,0,39,31,Harmful Gas
0,0,82,376.2766023,5.61,-7.58,3.13,0,0,0,0,41,30,Harmful Gas
0,0,81,377.8320206,5.64,-7.53,3.07,0,0,0,0,40,31,Harmful Gas
0,0,82,379.3874389,5.63,-7.57,3.18,0,0,0,0,40,31,Harmful Gas
0,0,82,380.9428571,5.62,-7.56,3.11,0,0,0,0,40,31,Harmful Gas
0,0,80,382.4982754,5.64,-7.57,3.14,0,0,0,0,39,31,Harmful Gas
0,0,81,384.0536937,5.64,-7.55,3.13,0,0,0,0,40,31,Harmful Gas
0,0,81,385.609112,5.65,-7.63,3.11,0,0,0,0,39,31,Harmful Gas
0,0,82,387.1645302,5.61,-7.54,3.07,0,0,0,0,40,31,Harmful Gas
0,0,83,388.7199485,5.65,-7.59,3.13,0,0,0,0,40,31,Harmful Gas
0,0,81,390.2753668,5.66,-7.52,3.02,0,0,0,0,41,30,Harmful Gas
0,0,81,391.8307851,5.72,-7.55,3.09,0,0,0,0,40,31,Harmful Gas
0,0,81,393.3862033,5.68,-7.53,3.14,0,0,0,0,38,27,Harmful Gas
0,0,83,394.9416216,5.67,-7.6,3.04,0,0,0,0,40,31,Harmful Gas
0,0,82,396.4970399,5.57,-7.57,3.1,0,0,0,0,39,31,Harmful Gas
0,0,81,398.0524582,5.64,-7.56,3.07,0,0,0,0,39,31,Harmful Gas
0,0,81,399.6078764,5.58,-7.64,3.14,0,0,0,0,38,27,Harmful Gas
